"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 26 07:12:19 GMT 2025","Tue Aug 26 07:12:19 GMT 2025","0","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"broken","Tue Aug 26 07:11:52 GMT 2025","Tue Aug 26 07:11:53 GMT 2025","1271","LMS system","Authencation","Authorization","","","User login with correct email and password",""
"broken","Tue Aug 26 07:11:59 GMT 2025","Tue Aug 26 07:12:00 GMT 2025","1045","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"broken","Tue Aug 26 07:11:58 GMT 2025","Tue Aug 26 07:11:59 GMT 2025","1060","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"broken","Tue Aug 26 07:11:54 GMT 2025","Tue Aug 26 07:11:56 GMT 2025","1733","LMS system","Authencation","Authorization","","","User login with correct email and password",""
"broken","Tue Aug 26 07:12:18 GMT 2025","Tue Aug 26 07:12:18 GMT 2025","0","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"broken","Tue Aug 26 07:12:19 GMT 2025","Tue Aug 26 07:12:19 GMT 2025","0","LMS system","Courses","Courses","","","Edit courses",""
"broken","Tue Aug 26 07:12:19 GMT 2025","Tue Aug 26 07:12:19 GMT 2025","0","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"broken","Tue Aug 26 07:12:16 GMT 2025","Tue Aug 26 07:12:18 GMT 2025","1504","Registration","Authencation","TestRegistration","","","Registration with correct email, username and password",""
"broken","Tue Aug 26 07:12:01 GMT 2025","Tue Aug 26 07:12:03 GMT 2025","1408","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"broken","Tue Aug 26 07:12:09 GMT 2025","Tue Aug 26 07:12:11 GMT 2025","1063","LMS system","Authencation","Authorization","","","Navigation from login page to registration page",""
"broken","Tue Aug 26 07:12:14 GMT 2025","Tue Aug 26 07:12:15 GMT 2025","1036","Registration","Authencation","TestRegistration","","","Registration with correct email, username and password",""
"broken","Tue Aug 26 07:12:12 GMT 2025","Tue Aug 26 07:12:13 GMT 2025","1491","LMS system","Authencation","Authorization","","","Navigation from login page to registration page",""
"broken","Tue Aug 26 07:12:19 GMT 2025","Tue Aug 26 07:12:19 GMT 2025","0","LMS system","Courses","Courses","","","Create courses",""
"broken","Tue Aug 26 07:12:07 GMT 2025","Tue Aug 26 07:12:09 GMT 2025","1400","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"broken","Tue Aug 26 07:12:19 GMT 2025","Tue Aug 26 07:12:19 GMT 2025","0","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"broken","Tue Aug 26 07:11:57 GMT 2025","Tue Aug 26 07:11:58 GMT 2025","1062","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"broken","Tue Aug 26 07:12:19 GMT 2025","Tue Aug 26 07:12:19 GMT 2025","0","LMS system","Courses","Courses","","","Create courses",""
"broken","Tue Aug 26 07:12:04 GMT 2025","Tue Aug 26 07:12:06 GMT 2025","1500","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"broken","Tue Aug 26 07:12:19 GMT 2025","Tue Aug 26 07:12:19 GMT 2025","0","LMS system","Courses","Courses","","","Edit courses",""
