"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 26 08:12:02 GMT 2025","Tue Aug 26 08:12:03 GMT 2025","1124","LMS system","Authencation","Authorization","","","Navigation from login page to registration page",""
"passed","Tue Aug 26 08:11:41 GMT 2025","Tue Aug 26 08:11:44 GMT 2025","2258","LMS system","Authencation","Authorization","","","User login with correct email and password",""
"passed","Tue Aug 26 08:12:04 GMT 2025","Tue Aug 26 08:12:06 GMT 2025","1578","LMS system","Authencation","Authorization","","","Navigation from login page to registration page",""
"passed","Tue Aug 26 08:11:51 GMT 2025","Tue Aug 26 08:11:52 GMT 2025","1182","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Tue Aug 26 08:12:20 GMT 2025","Tue Aug 26 08:12:22 GMT 2025","2307","LMS system","Courses","Courses","","","Create courses",""
"passed","Tue Aug 26 08:12:34 GMT 2025","Tue Aug 26 08:12:37 GMT 2025","3575","LMS system","Courses","Courses","","","Edit courses",""
"passed","Tue Aug 26 08:12:39 GMT 2025","Tue Aug 26 08:12:40 GMT 2025","1392","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Tue Aug 26 08:12:42 GMT 2025","Tue Aug 26 08:12:43 GMT 2025","1767","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Tue Aug 26 08:11:48 GMT 2025","Tue Aug 26 08:11:50 GMT 2025","1191","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Tue Aug 26 08:12:09 GMT 2025","Tue Aug 26 08:12:11 GMT 2025","1846","Registration","Authencation","TestRegistration","","","Registration with correct email, username and password",""
"passed","Tue Aug 26 08:11:45 GMT 2025","Tue Aug 26 08:11:48 GMT 2025","2603","LMS system","Authencation","Authorization","","","User login with correct email and password",""
"passed","Tue Aug 26 08:11:50 GMT 2025","Tue Aug 26 08:11:51 GMT 2025","1185","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Tue Aug 26 08:12:24 GMT 2025","Tue Aug 26 08:12:27 GMT 2025","2744","LMS system","Courses","Courses","","","Create courses",""
"passed","Tue Aug 26 08:12:00 GMT 2025","Tue Aug 26 08:12:01 GMT 2025","1604","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Tue Aug 26 08:12:28 GMT 2025","Tue Aug 26 08:12:31 GMT 2025","3310","LMS system","Courses","Courses","","","Edit courses",""
"passed","Tue Aug 26 08:12:07 GMT 2025","Tue Aug 26 08:12:08 GMT 2025","1350","Registration","Authencation","TestRegistration","","","Registration with correct email, username and password",""
"passed","Tue Aug 26 08:12:18 GMT 2025","Tue Aug 26 08:12:19 GMT 2025","1545","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Tue Aug 26 08:11:53 GMT 2025","Tue Aug 26 08:11:55 GMT 2025","1645","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Tue Aug 26 08:11:57 GMT 2025","Tue Aug 26 08:11:58 GMT 2025","1642","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Tue Aug 26 08:12:15 GMT 2025","Tue Aug 26 08:12:16 GMT 2025","1238","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
