"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 25 08:32:02 GMT 2025","Mon Aug 25 08:32:06 GMT 2025","3937","Registration","Authencation","TestRegistration","","","Registration with correct email, username and password",""
"passed","Mon Aug 25 08:32:13 GMT 2025","Mon Aug 25 08:32:15 GMT 2025","2203","LMS system","Courses","Courses","","","Create courses",""
"passed","Mon Aug 25 08:32:34 GMT 2025","Mon Aug 25 08:32:36 GMT 2025","1669","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Mon Aug 25 08:31:42 GMT 2025","Mon Aug 25 08:31:43 GMT 2025","1176","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Mon Aug 25 08:31:55 GMT 2025","Mon Aug 25 08:31:57 GMT 2025","1116","LMS system","Authencation","Authorization","","","Navigation from login page to registration page",""
"passed","Mon Aug 25 08:32:17 GMT 2025","Mon Aug 25 08:32:20 GMT 2025","2673","LMS system","Courses","Courses","","","Create courses",""
"passed","Mon Aug 25 08:31:53 GMT 2025","Mon Aug 25 08:31:55 GMT 2025","1680","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Mon Aug 25 08:31:43 GMT 2025","Mon Aug 25 08:31:44 GMT 2025","1152","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Mon Aug 25 08:32:31 GMT 2025","Mon Aug 25 08:32:32 GMT 2025","1351","LMS system","Dashboard","Dashboard","","","Check displaying of dashboard page",""
"passed","Mon Aug 25 08:31:38 GMT 2025","Mon Aug 25 08:31:41 GMT 2025","2689","LMS system","Authencation","Authorization","","","User login with correct email and password",""
"passed","Mon Aug 25 08:32:11 GMT 2025","Mon Aug 25 08:32:12 GMT 2025","1532","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Mon Aug 25 08:32:26 GMT 2025","Mon Aug 25 08:32:30 GMT 2025","3495","LMS system","Courses","Courses","","","Edit courses",""
"passed","Mon Aug 25 08:31:47 GMT 2025","Mon Aug 25 08:31:48 GMT 2025","1600","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Mon Aug 25 08:31:35 GMT 2025","Mon Aug 25 08:31:37 GMT 2025","2130","LMS system","Authencation","Authorization","","","User login with correct email and password",""
"passed","Mon Aug 25 08:31:44 GMT 2025","Mon Aug 25 08:31:46 GMT 2025","1158","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Mon Aug 25 08:32:00 GMT 2025","Mon Aug 25 08:32:01 GMT 2025","1355","Registration","Authencation","TestRegistration","","","Registration with correct email, username and password",""
"passed","Mon Aug 25 08:32:08 GMT 2025","Mon Aug 25 08:32:09 GMT 2025","1111","LMS system","Courses","Courses","","","Check displaying of empty courses list",""
"passed","Mon Aug 25 08:32:21 GMT 2025","Mon Aug 25 08:32:24 GMT 2025","3214","LMS system","Courses","Courses","","","Edit courses",""
"passed","Mon Aug 25 08:31:50 GMT 2025","Mon Aug 25 08:31:52 GMT 2025","1649","LMS system","Authencation","Authorization","","","User login with wrong email or password",""
"passed","Mon Aug 25 08:31:58 GMT 2025","Mon Aug 25 08:31:59 GMT 2025","1526","LMS system","Authencation","Authorization","","","Navigation from login page to registration page",""
